NoticeNum,DateNotice,Shape,BLOCKLOT,NEIGHBOR,Council_District,Typology2017,OBJECTID,ESRI_OID,x,y
721564A,"June 13, 2011",,1131 005,OLIVER                                   ,-537581432,H,760350,8930,1424535.4527818114,597371.9111507237
721561A,"June 10, 2011",,1131 002,OLIVER                                   ,-537581000,H,760347,4236,1424495.2524028867,597369.7523624003
721320A,"June 14, 2011",,0169 029,POPPLETON                                ,-537581912,I,732129,5233,1414764.217731133,592111.8937836438
721246A,"June 16, 2011",,0002 041,EASTERWOOD                               ,-537581864,I,723283,9746,1411481.950345561,598428.8739318103
721142A,"June 10, 2011",,1101 085,OLIVER                                   ,-537581624,I,758821,10120,1426118.2225821316,599251.4451213032
721006A,"June 9, 2011",,4166 046,DARLEY PARK                              ,-537581240,J,863064,9323,1426952.4751787186,600947.7101014704
72060A,"July 14, 2005",,3301 120O,CENTRAL PARK HEIGHTS                     ,-537580664,I,829806,11446,1405474.7012052238,610392.8185078055
720463A,"June 9, 2011",,0224 004,BOYD-BOOTH                               ,-537581816,J,734842,5917,1412134.116364047,590226.0497863144
720088A,"June 10, 2011",,1450 029,BROADWAY EAST                            ,-537581768,J,766696,4974,1428798.8176146448,599543.4153378904
720029A,"June 8, 2011",,1572 002,BIDDLE STREET                            ,-537581384,J,772696,10618,1430107.2228062153,596378.096209228
719778A,"June 8, 2011",,1132 022,OLIVER                                   ,-537581096,H,760416,827,1424791.856468469,597555.8832237273
719776A,"June 21, 2011",,1484 036,BROADWAY EAST                            ,-537581048,J,768871,2358,1429882.1202380508,598270.5934084803
719775A,"June 17, 2011",,1484 035,BROADWAY EAST                            ,-537580856,J,768870,11638,1429867.9431010485,598269.8279900551
719564A,"June 7, 2011",,0083 043,MIDTOWN-EDMONDSON                        ,-537580712,J,727776,9327,1411684.574940309,594488.9917197227
719552A,"June 7, 2011",,3326 052,PARK CIRCLE                              ,-537580616,I,830537,2415,1408955.2972623855,604868.2399900556
719361A,"June 7, 2011",,1537 037,BROADWAY EAST                            ,-537579608,J,771264,8509,1430228.9646887183,597158.1966831386
719327A,"June 10, 2011",,0177 074,PENROSE/FAYETTE STREET OUTREACH          ,-537580040,J,732499,12502,1411968.3473386317,591359.780786559
719277A,"June 8, 2011",,0272 009,CARROLLTON RIDGE                         ,-537579416,J,737484,631,1411312.9798829705,589184.5023287237
719138A,"June 10, 2011",,0146 023,PENROSE/FAYETTE STREET OUTREACH          ,-537578360,J,730589,10573,1411408.823195219,592156.8500585556
719117A,"June 8, 2011",,4021C023,EAST BALTIMORE MIDWAY                    ,-537578120,I,856859,5593,1423595.9513799697,600771.7399809808
718909A,"June 7, 2011",,1624 029,MILTON-MONTFORD                          ,-537577112,I,774910,8360,1430461.5905358046,594893.5224067271
718603A,"June 10, 2011",,0758 079,WASHINGTON VILLAGE/PIGTOWN               ,-537577688,F,750671,3668,1415039.348086387,588412.7794627249
718223A,"June 6, 2011",,3301 016,CENTRAL PARK HEIGHTS                     ,-537577496,I,829675,11877,1405783.2819528878,610526.2516398877
717611A,"June 3, 2011",,0329 033,DRUID HEIGHTS                            ,-537578216,E,740893,10380,1415977.080134809,597422.3178740591
717607A,"June 3, 2011",,1572 021,BIDDLE STREET                            ,-537579176,J,772715,2008,1430381.31674622,596379.0351837277
717596A,"June 3, 2011",,4011B025,EAST BALTIMORE MIDWAY                    ,-537579224,J,856389,1623,1424589.3985400498,600051.1633381397
717318A,"June 2, 2011",,1592 010,MILTON-MONTFORD                          ,-537579560,I,773567,9651,1430643.031117797,595859.8810383081
716480A,"June 7, 2011",,3212 075,MONDAWMIN                                ,-537578072,I,827749,902,1410744.6785261333,599091.3076463044
715548A,"May 27, 2011",,0273 088,CARROLLTON RIDGE                         ,-537577448,J,737662,5331,1411615.0042133033,589009.591261223
715063A,"June 9, 2011",,1450 046,BROADWAY EAST                            ,-537578792,J,766713,10550,1429001.2056612968,599166.4233097285
714501A,"May 26, 2011",,3165 020,PARK CIRCLE                              ,-537578888,I,825814,7250,1407489.5948132277,606126.3857677281
714475A,"May 26, 2011",,7184A028,CURTIS BAY                               ,-537579896,H,942060,3298,1429342.3995327204,566581.80245547
714222A,"June 13, 2011",,1642 078,MCELDERRY PARK                           ,-537579512,I,775806,11665,1431100.335649386,594547.4368128031
713923A,"May 27, 2011",,0020 048,SANDTOWN-WINCHESTER                      ,-537579848,J,724358,11180,1412033.549636051,597151.4102793932
71380A,"July 12, 2005",,1454 023,BROADWAY EAST                            ,-537577640,J,766916,6024,1430227.719940558,599312.8567438871
713638A,"October 19, 2011",,2377D005,MOSHER                                   ,-537579464,I,807930,1550,1408422.9046263844,593142.8507112265
713310A,"May 27, 2011",,0177 041,PENROSE/FAYETTE STREET OUTREACH          ,-537577256,J,732467,1447,1411865.0128996372,591263.9286160618
713303A,"May 26, 2011",,0162 030,PENROSE/FAYETTE STREET OUTREACH          ,-537579992,J,731637,9177,1411833.7954423875,591776.0073163062
713112A,"May 26, 2011",,1537 058,BROADWAY EAST                            ,-537579800,J,771285,2963,1430096.4383789748,596930.5416266471
71308A,"July 12, 2005",,1453 022,BROADWAY EAST                            ,-537579032,J,766879,915,1429826.6525012255,599339.8393014818
713062A,"May 27, 2011",,3208 052,MONDAWMIN                                ,-537578744,J,827344,5723,1412275.5872097164,598952.6907975674
712948A,"May 26, 2011",,4167 017,SOUTH CLIFTON PARK                       ,-537579656,J,863214,1994,1428613.374087885,599713.1974786371
712864A,"May 26, 2011",,1536 087,BROADWAY EAST                            ,-537579944,J,771225,6266,1429690.0655040592,597103.8135898113
712840A,"May 26, 2011",,1536 010,BROADWAY EAST                            ,-537577208,J,771148,5381,1429911.1027916372,597145.180961147
712736A,"June 7, 2011",,1642 036,MCELDERRY PARK                           ,-537577544,I,775764,12424,1431304.1157536358,594671.8004092276
712732A,"May 25, 2011",,2808 007,MOUNT HOLLY                              ,-537577160,E,818580,2187,1402773.9792444706,599162.2044861466
712702A,"May 31, 2011",,0058 009,MIDTOWN-EDMONDSON                        ,-537578696,J,726358,2557,1411914.0846518874,595041.2596440613
712678A,"May 25, 2011",,0699 095,CARROLLTON RIDGE                         ,-537577928,J,749776,4192,1412229.8960281312,588653.8869201392
712186A,"May 23, 2011",,3165 008,PARK CIRCLE                              ,-537577880,I,825802,7109,1407656.3516975492,606035.6976289004
712083A,"May 23, 2011",,4123A036,COLDSTREAM HOMESTEAD MONTEBELLO          ,-537579272,I,860503,1976,1427241.044155389,602230.3486123085
711966A,"May 23, 2011",,2175 044,SHIPLEY HILL                             ,-537578648,J,800669,1699,1409089.4994218051,589949.5132658929
711762A,"May 20, 2011",,4130 027C,COLDSTREAM HOMESTEAD MONTEBELLO          ,-537578024,I,860777,12471,1427155.7579086423,603273.2625369728
711355A,"May 25, 2011",,0293 044,SANDTOWN-WINCHESTER                      ,-537578456,J,739057,12666,1413158.2065074742,598122.3778256476
711145A,"May 19, 2011",,1469 041,BROADWAY EAST                            ,-537577736,I,767952,2150,1428344.2880118936,598633.8567895591
711115A,"May 19, 2011",,1635 030,CARE                                     ,-537577400,C,775459,6244,1428678.22796081,594347.7229733914
711052A,"May 20, 2011",,2406 009,NORTHWEST COMMUNITY ACTION               ,-537578600,I,809322,11237,1407303.9029273838,598255.3230978101
711008A,"May 19, 2011",,1635 028,CARE                                     ,-537579368,C,775457,2001,1428676.8299977183,594373.0451012254
710304A,"May 19, 2011",,0375 058,UPTON                                    ,-537579320,Subsidized Rental Market,742080,7801,1416678.7939544767,595692.4627379775
709849A,"May 16, 2011",,4606 055,CENTRAL PARK HEIGHTS                     ,-537577832,I,877473,2780,1404427.581580311,611033.2417676449
709835A,"May 16, 2011",,1504 066,BROADWAY EAST                            ,-537577064,J,769769,11413,1430177.7331638932,597857.2894450575
70953A,"July 11, 2005",,2322 021,COPPIN HEIGHTS/ASH-CO-EAST               ,-537578312,I,806161,8971,1410452.7414459735,596953.1560827196
709146A,"May 13, 2011",,0192 008,PENROSE/FAYETTE STREET OUTREACH          ,-537577976,J,733155,3566,1412045.3911478072,590810.422961399
708646A,"May 19, 2011",,2170B066,SHIPLEY HILL                             ,-537578168,J,800387,8905,1409173.6153953075,590700.831645146
708272A,"May 16, 2011",,0321 062,DRUID HEIGHTS                            ,-537579128,I,740482,5002,1415541.8585643023,597345.3928310573
707739A,"May 13, 2011",,2142 039,MILLHILL                                 ,-537578264,I,799549,2813,1409308.7056763023,587691.8944215626
706834A,"May 9, 2011",,1101 071,OLIVER                                   ,-537577784,I,758807,7452,1426127.240280643,599083.8601546437
706831A,"May 9, 2011",,1102 075,OLIVER                                   ,-537577592,I,758914,12564,1426476.7376131415,599380.947158888
706829A,"May 9, 2011",,1102 076,OLIVER                                   ,-537577352,I,758915,777,1426461.842957884,599380.0058878064
701298A,"May 10, 2011",,0190 027,PENROSE/FAYETTE STREET OUTREACH          ,-537580088,J,733080,11196,1411040.9354795516,590940.5522943139
701272A,"May 6, 2011",,2752 002,CONCERNED CITIZENS OF FOREST PARK        ,-537579752,F,818220,8778,1402169.3823565543,602835.8477293998
700946A,"May 11, 2011",,1467 072,BROADWAY EAST                            ,-537578552,I,767819,7764,1427669.2503199726,598598.0638821423
700875A,"May 12, 2011",,0178 067,FRANKLIN SQUARE                          ,-537577304,J,732578,7184,1412512.6749901325,591394.1652322263
700700A,"May 5, 2011",,4041 045,EAST BALTIMORE MIDWAY                    ,-537579704,I,857178,12496,1423521.4029726386,601051.1698683053
700252A,"May 6, 2011",,4010Q012,EAST BALTIMORE MIDWAY                    ,-537579080,J,856309,4569,1424777.159319386,601154.6191364825
700196A,"May 10, 2011",,1519 015,BROADWAY EAST                            ,-537578984,J,770364,461,1429961.9563644677,597284.6987267286
700178A,"May 6, 2011",,1651 013,CARE                                     ,-537578936,C,776320,9299,1428824.285739556,594021.0858313888
700161A,"May 4, 2011",,4041A051,EAST BALTIMORE MIDWAY                    ,-537578840,J,857237,8048,1423676.272085473,601236.800074473
700122A,"May 4, 2011",,4588 010,CENTRAL PARK HEIGHTS                     ,-537578504,I,876657,4175,1405084.9122866392,613443.7704111487
699728A,"May 4, 2011",,0190 083,PENROSE/FAYETTE STREET OUTREACH          ,-537578408,J,733135,1960,1411120.517997548,590972.9055760652
699371A,"May 2, 2011",,2454C039,ROSEMONT                                 ,-537576536,I,811377,5402,1406062.632444054,596383.1857659817
699352A,"May 10, 2011",,0002 002,EASTERWOOD                               ,-537576872,I,723245,11068,1411828.683575973,598292.0438248962
699129A,"May 3, 2011",,0148 046,FRANKLIN SQUARE                          ,-537575816,J,730718,4992,1412464.0225283802,592406.2475256473
699114A,"May 3, 2011",,1555 051,BIDDLE STREET                            ,-537576584,J,772082,8381,1430141.7824483812,596517.0795270652
69885A,"July 6, 2005",,3212 028,MONDAWMIN                                ,-537576392,I,827703,11770,1410642.9474303871,599111.9818175584
698680A,"May 4, 2011",,7067 024,BROOKLYN                                 ,-537576488,H,939455,11535,1424718.815604061,572784.2792237252
698465A,"April 29, 2011",,1535 036,BROADWAY EAST                            ,-537574088,J,771112,3893,1429555.8702343851,597124.9306735545
698458A,"April 29, 2011",,2470 044,FRANKLINTOWN ROAD                        ,-537575288,I,811448,9370,1406744.4916446358,594356.8502517343
698363A,"April 29, 2011",,0207 068,BOYD-BOOTH                               ,-537574520,J,734115,8663,1411964.4533175528,590484.0922492296
698342A,"April 29, 2011",,2443B007,WINCHESTER                               ,-537575144,I,810634,7088,1406779.848857388,595845.5418281406
698306A,"April 29, 2011",,1099A011,OLIVER                                   ,-537574472,J,758532,9131,1424927.5520632267,599013.5958594829
698204A,"April 29, 2011",,1215 027,GAY STREET                               ,-537575768,G,762974,11682,1426767.795101881,595331.9001388997
698189A,"April 29, 2011",,2542 027,IRVINGTON                                ,-537576920,H,816345,7229,1401871.3616271317,588584.5543816388
698096A,"May 4, 2011",,2153 058,PENROSE/FAYETTE STREET OUTREACH          ,-537576344,I,799752,4536,1410288.8690703064,591075.369281888
69792A,"July 7, 2005",,3206 039,MONDAWMIN                                ,-537574712,J,827166,1243,1411161.593702808,598896.242747724
697912A,"May 2, 2011",,2475E035,FRANKLINTOWN ROAD                        ,-537576824,I,811751,10639,1406337.014441222,593556.0641236454
69790A,"July 6, 2005",,3211 009,MONDAWMIN                                ,-537575096,J,827589,10804,1411217.0384737998,599037.7795381397
697620A,"April 29, 2011",,4137 053,COLDSTREAM HOMESTEAD MONTEBELLO          ,-537576968,I,860992,1180,1427205.0097786337,603619.1617795676
697406A,"April 28, 2011",,0013A017,SANDTOWN-WINCHESTER                      ,-537575672,J,723972,7647,1412095.6453123838,597716.4203042239
697303A,"April 28, 2011",,3236 034,PARKVIEW/WOODBROOK                       ,-537576776,F,828515,1815,1411560.0164623857,601782.0260181427
697231A,"March 9, 2012",,2424B028,ROSEMONT                                 ,-537574184,I,809959,1141,1406033.5901793092,597448.0586362332
696868A,"April 25, 2011",,4536A122,PIMLICO GOOD NEIGHBORS                   ,-537576728,H,875236,3366,1403402.5301527232,613738.6392439753
696781A,"April 25, 2011",,1122 036,OLIVER                                   ,-537576680,H,759999,11611,1424688.009563297,597903.9530656487
696776A,"April 27, 2011",,1122 035,OLIVER                                   ,-537576440,H,759998,9144,1424687.3609425575,597916.8775804788
696715A,"April 25, 2011",,2301 042,EASTERWOOD                               ,-537577016,I,805316,7408,1410848.8689345568,597917.26209414
696591A,"April 27, 2011",,4010B026,EAST BALTIMORE MIDWAY                    ,-537575720,J,855945,9229,1426096.9663910568,600847.5866140574
